area,bedrooms,bathrooms,floors,parking,property_age,location,property_type,price
595.0,1,1.0,1,1.0,36.0,Bangalore,Apartment,5970000.0
1391.0,2,2.0,1,0.0,23.0,Pune,Independent House,12350000.0
2118.0,4,3.0,2,1.0,7.0,Mumbai,Apartment,39210000.0
1310.0,2,2.0,2,1.0,19.0,Pune,Apartment,11660000.0
1123.0,2,2.0,2,0.0,24.0,Delhi,Apartment,11910000.0
1640.0,3,3.0,1,0.0,,Mumbai,Apartment,27630000.0
883.0,1,1.0,2,2.0,41.0,Bangalore,Apartment,8010000.0
2278.0,4,3.0,2,1.0,32.0,Bangalore,Independent House,26150000.0
1935.0,3,2.0,2,0.0,33.0,Mumbai,Independent House,27740000.0
2441.0,4,4.0,3,1.0,7.0,Mumbai,Independent House,49590000.0
1255.0,2,1.0,1,0.0,33.0,Mumbai,Apartment,20200000.0
1262.0,2,1.0,1,0.0,34.0,Chennai,Apartment,11700000.0
3568.0,6,5.0,1,2.0,1.0,Bangalore,Villa,57670000.0
993.0,2,2.0,3,1.0,19.0,Kolkata,Independent House,10220000.0
1202.0,2,1.0,1,0.0,3.0,Pune,Apartment,12860000.0
1989.0,3,3.0,2,2.0,36.0,Bangalore,Independent House,17800000.0
832.0,1,1.0,2,2.0,26.0,Pune,Apartment,7230000.0
1569.0,3,3.0,1,1.0,22.0,Delhi,Apartment,21670000.0
1703.0,3,3.0,2,0.0,30.0,Delhi,Independent House,22070000.0
1036.0,2,2.0,2,1.0,22.0,Pune,Apartment,8920000.0
1676.0,3,2.0,2,0.0,2.0,Hyderabad,Apartment,15960000.0
3574.0,6,5.0,2,1.0,6.0,Chennai,Villa,44740000.0
1809.0,3,3.0,2,1.0,3.0,Bangalore,Independent House,24150000.0
1104.0,2,1.0,1,0.0,3.0,Bangalore,Apartment,15090000.0
742.0,1,1.0,2,0.0,1.0,Mumbai,Apartment,14590000.0
1304.0,2,2.0,1,1.0,36.0,Bangalore,Apartment,13340000.0
1327.0,2,1.0,2,1.0,6.0,Delhi,Apartment,18150000.0
1447.0,2,1.0,2,1.0,29.0,Mumbai,Independent House,22970000.0
2786.0,5,5.0,1,2.0,11.0,Bangalore,Independent House,31670000.0
987.0,2,2.0,1,1.0,36.0,Bangalore,Apartment,8450000.0
3236.0,6,5.0,2,2.0,17.0,Hyderabad,Villa,42180000.0
1008.0,2,2.0,1,2.0,7.0,Mumbai,Apartment,19340000.0
1283.0,2,1.0,2,2.0,40.0,Pune,Apartment,9750000.0
777.0,1,1.0,2,0.0,4.0,Delhi,Apartment,11690000.0
1547.0,3,3.0,1,2.0,7.0,Bangalore,Apartment,17900000.0
1382.0,2,2.0,2,2.0,30.0,Hyderabad,Apartment,11410000.0
1018.0,2,1.0,2,2.0,8.0,Mumbai,Apartment,18760000.0
2152.0,4,3.0,3,1.0,17.0,Mumbai,Independent House,37410000.0
1398.0,2,1.0,2,2.0,9.0,Mumbai,Independent House,28300000.0
1120.0,2,1.0,2,2.0,27.0,Delhi,Apartment,12560000.0
2489.0,4,3.0,2,1.0,38.0,Bangalore,Independent House,27770000.0
1047.0,2,2.0,1,1.0,6.0,Mumbai,Apartment,21270000.0
802.0,1,1.0,2,1.0,18.0,Delhi,Apartment,10070000.0
1253.0,2,2.0,1,1.0,27.0,Kolkata,Apartment,9100000.0
1987.0,3,3.0,1,2.0,9.0,Delhi,Apartment,27630000.0
1811.0,3,2.0,1,1.0,38.0,Bangalore,Apartment,14690000.0
2075.0,4,4.0,1,0.0,30.0,Delhi,Independent House,22910000.0
1677.0,3,2.0,3,0.0,13.0,Delhi,Independent House,24780000.0
944.0,1,1.0,2,1.0,14.0,Mumbai,Apartment,17680000.0
1823.0,3,3.0,2,1.0,34.0,Chennai,Villa,24460000.0
1489.0,2,1.0,2,1.0,2.0,Bangalore,Apartment,18930000.0
826.0,1,1.0,2,0.0,45.0,Mumbai,Independent House,12840000.0
1180.0,2,2.0,1,1.0,15.0,Kolkata,Apartment,8880000.0
1728.0,3,2.0,2,2.0,26.0,Bangalore,Villa,19430000.0
2232.0,4,4.0,2,1.0,33.0,Chennai,Independent House,19850000.0
1458.0,2,1.0,1,1.0,8.0,Mumbai,Apartment,25140000.0
1441.0,2,2.0,1,2.0,24.0,Mumbai,Independent House,25640000.0
2264.0,4,4.0,1,2.0,4.0,Mumbai,Independent House,48260000.0
1134.0,2,2.0,2,2.0,43.0,Mumbai,Apartment,15390000.0
1445.0,2,1.0,2,1.0,18.0,Mumbai,Independent House,29210000.0
1850.0,3,3.0,1,0.0,14.0,Mumbai,Independent House,32460000.0
1310.0,2,1.0,1,0.0,35.0,Chennai,Apartment,10840000.0
1030.0,2,2.0,2,1.0,,Pune,Apartment,8740000.0
1330.0,2,1.0,3,1.0,24.0,Mumbai,Independent House,21610000.0
2875.0,5,5.0,2,2.0,0.0,Mumbai,Villa,83190000.0
1788.0,3,2.0,2,2.0,34.0,Kolkata,Apartment,11770000.0
1213.0,2,2.0,1,1.0,28.0,Pune,Apartment,10910000.0
1330.0,2,2.0,2,1.0,8.0,Mumbai,Independent House,28200000.0
1730.0,3,3.0,2,0.0,24.0,Pune,Apartment,14820000.0
1568.0,3,2.0,2,1.0,1.0,Bangalore,Apartment,22440000.0
1771.0,3,2.0,1,1.0,19.0,Delhi,Independent House,24780000.0
1248.0,2,1.0,2,0.0,32.0,Hyderabad,Independent House,10430000.0
750.0,1,1.0,1,0.0,21.0,Bangalore,Apartment,7000000.0
1055.0,2,2.0,1,3.0,25.0,Pune,Villa,14480000.0
1199.0,2,2.0,1,0.0,43.0,Bangalore,Apartment,9180000.0
1416.0,2,2.0,2,0.0,25.0,Chennai,Independent House,16160000.0
2458.0,4,3.0,1,2.0,3.0,Hyderabad,Villa,36740000.0
2477.0,4,3.0,3,,34.0,Mumbai,Independent House,40640000.0
2164.0,4,3.0,3,1.0,31.0,Mumbai,Independent House,32480000.0
2403.0,4,4.0,1,,2.0,Pune,Independent House,26410000.0
2451.0,4,4.0,3,2.0,16.0,Bangalore,Independent House,26360000.0
3295.0,6,5.0,3,1.0,6.0,Mumbai,Villa,71340000.0
1165.0,2,2.0,2,1.0,6.0,Kolkata,Apartment,10340000.0
2219.0,4,4.0,1,1.0,10.0,Mumbai,Independent House,41370000.0
1671.0,3,2.0,2,2.0,27.0,Pune,Apartment,16040000.0
2836.0,5,5.0,1,2.0,11.0,Bangalore,Independent House,30010000.0
1334.0,2,2.0,3,0.0,44.0,Kolkata,Independent House,7070000.0
1188.0,2,2.0,1,0.0,30.0,Chennai,Apartment,11280000.0
1354.0,2,1.0,1,1.0,4.0,Delhi,Apartment,18180000.0
1710.0,3,3.0,1,2.0,22.0,Mumbai,Independent House,30300000.0
1619.0,3,2.0,1,1.0,5.0,Mumbai,Apartment,27650000.0
3205.0,6,5.0,1,2.0,15.0,Delhi,Villa,54330000.0
909.0,1,1.0,1,0.0,9.0,Delhi,Apartment,13580000.0
1112.0,2,2.0,1,1.0,12.0,Delhi,Apartment,15270000.0
1051.0,2,2.0,1,2.0,21.0,Delhi,Apartment,13050000.0
3579.0,6,5.0,1,1.0,27.0,Mumbai,Villa,66340000.0
1305.0,2,2.0,2,2.0,4.0,Mumbai,Apartment,21690000.0
2739.0,5,4.0,3,2.0,4.0,Bangalore,Villa,42370000.0
1186.0,2,2.0,2,0.0,39.0,Chennai,Independent House,9730000.0
1214.0,2,1.0,2,2.0,40.0,Mumbai,Apartment,15150000.0
1185.0,2,1.0,2,0.0,29.0,Mumbai,Apartment,19340000.0
1366.0,2,1.0,1,1.0,1.0,Delhi,Apartment,22610000.0
2007.0,3,2.0,2,3.0,40.0,Bangalore,Villa,22080000.0
1393.0,2,2.0,1,1.0,32.0,Kolkata,Apartment,8380000.0
1847.0,3,2.0,1,2.0,21.0,Mumbai,Independent House,37190000.0
1161.0,2,2.0,1,2.0,15.0,Pune,Apartment,13050000.0
671.0,1,1.0,2,0.0,31.0,Bangalore,Apartment,7080000.0
1391.0,2,2.0,2,0.0,,Delhi,Apartment,15730000.0
1563.0,3,3.0,1,1.0,10.0,Hyderabad,Independent House,17290000.0
1567.0,3,2.0,2,2.0,7.0,Bangalore,Apartment,18830000.0
1459.0,2,1.0,2,1.0,43.0,Delhi,Independent House,16560000.0
1619.0,3,3.0,1,3.0,17.0,Bangalore,Villa,24230000.0
1541.0,3,2.0,1,0.0,34.0,Chennai,Apartment,13480000.0
1701.0,3,2.0,1,0.0,15.0,Hyderabad,Apartment,14660000.0
1350.0,2,1.0,1,2.0,39.0,Bangalore,Apartment,11390000.0
3484.0,6,5.0,2,3.0,35.0,Delhi,Villa,50880000.0
1263.0,2,1.0,1,0.0,27.0,Chennai,Apartment,10420000.0
1670.0,3,3.0,1,1.0,5.0,Delhi,Apartment,26090000.0
1475.0,2,2.0,3,1.0,16.0,Delhi,Independent House,21250000.0
1560.0,3,3.0,1,2.0,23.0,Hyderabad,Apartment,15420000.0
1430.0,2,1.0,1,0.0,3.0,Delhi,Independent House,22800000.0
970.0,1,1.0,1,2.0,,Pune,Apartment,7900000.0
1052.0,2,1.0,1,1.0,30.0,Mumbai,Apartment,14250000.0
607.0,1,1.0,2,1.0,7.0,,Apartment,5420000.0
1648.0,3,3.0,2,0.0,27.0,Pune,Apartment,17200000.0
1762.0,3,3.0,2,1.0,37.0,Bangalore,Independent House,16780000.0
1276.0,2,1.0,2,2.0,25.0,Delhi,Apartment,17100000.0
1646.0,3,3.0,2,1.0,12.0,Bangalore,Apartment,16290000.0
2408.0,4,3.0,3,0.0,29.0,Hyderabad,Independent House,22210000.0
746.0,1,1.0,1,1.0,40.0,Delhi,Apartment,7230000.0
668.0,1,1.0,1,,34.0,Delhi,Apartment,7630000.0
972.0,1,1.0,2,1.0,12.0,Hyderabad,Apartment,9540000.0
897.0,1,1.0,2,1.0,2.0,Delhi,Apartment,12830000.0
2371.0,4,4.0,2,0.0,37.0,Delhi,Independent House,27070000.0
1170.0,2,1.0,2,1.0,27.0,Bangalore,Apartment,11910000.0
2035.0,3,3.0,1,1.0,3.0,Bangalore,Apartment,19910000.0
1119.0,2,2.0,1,0.0,37.0,Kolkata,Apartment,7550000.0
1134.0,2,1.0,2,0.0,9.0,Delhi,Independent House,17730000.0
2335.0,4,3.0,1,1.0,33.0,Mumbai,Apartment,35710000.0
1087.0,2,2.0,1,2.0,13.0,Delhi,Apartment,16190000.0
1364.0,2,1.0,1,2.0,10.0,Delhi,Apartment,15810000.0
1874.0,3,3.0,2,0.0,29.0,Mumbai,Apartment,23560000.0
1507.0,2,2.0,3,1.0,34.0,Delhi,Independent House,20200000.0
1617.0,3,2.0,1,1.0,0.0,Pune,Independent House,17120000.0
1472.0,2,1.0,1,1.0,36.0,Mumbai,Apartment,23150000.0
1065.0,2,1.0,2,1.0,2.0,Bangalore,Apartment,14300000.0
1765.0,3,2.0,1,0.0,12.0,Mumbai,Apartment,29380000.0
3493.0,6,5.0,2,3.0,,Pune,Villa,35310000.0
2443.0,4,4.0,2,2.0,5.0,Hyderabad,Villa,36120000.0
2479.0,4,3.0,3,1.0,17.0,Delhi,Independent House,31310000.0
1069.0,2,2.0,1,0.0,28.0,Delhi,Apartment,13990000.0
1053.0,2,1.0,1,2.0,1.0,Mumbai,Apartment,19670000.0
1132.0,2,1.0,1,1.0,2.0,Bangalore,Apartment,14190000.0
2039.0,3,3.0,1,2.0,21.0,Chennai,Independent House,19220000.0
1488.0,2,2.0,1,1.0,13.0,Delhi,Apartment,18410000.0
1042.0,2,1.0,2,0.0,5.0,Kolkata,Apartment,9370000.0
1607.0,3,2.0,2,2.0,44.0,Delhi,Apartment,14200000.0
1520.0,2,2.0,1,0.0,39.0,Delhi,Apartment,15700000.0
1649.0,3,2.0,3,1.0,45.0,Kolkata,Independent House,11100000.0
1690.0,3,3.0,1,0.0,33.0,Mumbai,Apartment,26610000.0
1765.0,3,2.0,1,1.0,10.0,Pune,Apartment,16890000.0
1356.0,2,1.0,2,0.0,39.0,Mumbai,Independent House,17970000.0
2013.0,3,2.0,2,0.0,18.0,Bangalore,Apartment,24320000.0
1739.0,3,3.0,3,1.0,12.0,Mumbai,Independent House,34840000.0
1742.0,3,3.0,2,1.0,1.0,Chennai,Independent House,20890000.0
1774.0,3,3.0,1,2.0,22.0,Chennai,Apartment,16220000.0
1569.0,3,2.0,1,0.0,26.0,Hyderabad,Independent House,13950000.0
1668.0,3,2.0,2,2.0,17.0,Pune,Villa,22200000.0
1079.0,2,1.0,2,0.0,10.0,Mumbai,Apartment,19120000.0
987.0,2,2.0,2,1.0,2.0,Kolkata,Independent House,8400000.0
1750.0,3,2.0,1,1.0,16.0,Delhi,Apartment,25100000.0
2161.0,4,4.0,3,1.0,21.0,Delhi,Independent House,30180000.0
1247.0,2,1.0,1,0.0,34.0,Kolkata,Apartment,6970000.0
2038.0,3,2.0,2,2.0,22.0,Mumbai,Independent House,32840000.0
1739.0,3,3.0,1,0.0,44.0,Chennai,Apartment,11380000.0
2185.0,4,4.0,3,1.0,6.0,Mumbai,Independent House,47150000.0
3727.0,6,5.0,3,3.0,0.0,Bangalore,Villa,64320000.0
2225.0,4,4.0,3,1.0,13.0,Mumbai,Independent House,41760000.0
1322.0,2,1.0,2,0.0,3.0,Pune,Apartment,14310000.0
1704.0,3,3.0,2,0.0,21.0,Bangalore,Apartment,19200000.0
1259.0,2,2.0,1,1.0,6.0,Mumbai,Independent House,25090000.0
3303.0,6,5.0,2,1.0,23.0,Bangalore,Villa,48810000.0
2419.0,4,3.0,3,2.0,42.0,Delhi,Independent House,24940000.0
1059.0,2,2.0,2,1.0,42.0,Mumbai,Apartment,13030000.0
1310.0,2,2.0,2,2.0,2.0,Mumbai,Apartment,28550000.0
2120.0,4,3.0,3,2.0,27.0,Delhi,Villa,35360000.0
1793.0,3,2.0,1,1.0,19.0,Bangalore,Independent House,22120000.0
1195.0,2,1.0,2,0.0,41.0,Pune,Apartment,8250000.0
636.0,1,1.0,2,1.0,20.0,Pune,Apartment,5370000.0
2659.0,5,4.0,1,1.0,17.0,Mumbai,Villa,63940000.0
2684.0,5,5.0,2,0.0,29.0,Kolkata,Independent House,25580000.0
1014.0,2,1.0,2,,7.0,Chennai,Apartment,11220000.0
717.0,1,1.0,1,2.0,19.0,Mumbai,Apartment,11670000.0
1709.0,3,3.0,2,0.0,22.0,Hyderabad,Independent House,19620000.0
1735.0,3,3.0,3,1.0,28.0,Kolkata,Independent House,13730000.0
1407.0,2,2.0,2,1.0,45.0,Bangalore,Apartment,12050000.0
500.0,1,1.0,2,1.0,5.0,Mumbai,Apartment,9040000.0
2116.0,4,4.0,3,1.0,33.0,Bangalore,Villa,34640000.0
1476.0,2,1.0,1,2.0,24.0,Kolkata,Apartment,10740000.0
1228.0,2,1.0,2,1.0,3.0,Delhi,Apartment,15710000.0
1870.0,3,3.0,2,1.0,4.0,Bangalore,Apartment,24710000.0
1323.0,2,2.0,1,0.0,6.0,Mumbai,Apartment,21560000.0
1429.0,2,1.0,2,1.0,2.0,Kolkata,Apartment,10840000.0
1120.0,2,1.0,1,1.0,29.0,Kolkata,Apartment,8530000.0
3313.0,6,5.0,2,3.0,33.0,Kolkata,Villa,29020000.0
1358.0,2,2.0,2,2.0,8.0,Bangalore,Independent House,17600000.0
1078.0,2,1.0,2,0.0,0.0,Bangalore,Apartment,14970000.0
1792.0,3,3.0,1,1.0,17.0,Bangalore,Independent House,25430000.0
1771.0,3,3.0,2,2.0,20.0,Bangalore,Apartment,20320000.0
1607.0,3,3.0,1,0.0,16.0,Kolkata,Independent House,14190000.0
2985.0,5,4.0,3,2.0,10.0,Hyderabad,Villa,40700000.0
2062.0,3,2.0,3,1.0,25.0,Delhi,Independent House,28850000.0
2601.0,4,4.0,1,1.0,11.0,Mumbai,Independent House,45050000.0
751.0,1,1.0,1,2.0,16.0,Chennai,Apartment,8020000.0
834.0,1,1.0,1,1.0,9.0,Bangalore,Apartment,9240000.0
1791.0,3,2.0,1,0.0,4.0,Mumbai,Apartment,30200000.0
4319.0,6,5.0,1,2.0,13.0,Pune,Villa,51410000.0
3345.0,6,5.0,1,2.0,11.0,Mumbai,Villa,82230000.0
2677.0,5,5.0,3,1.0,23.0,Bangalore,Independent House,30400000.0
1092.0,2,2.0,3,1.0,32.0,Pune,Independent House,9830000.0
1612.0,3,2.0,2,2.0,6.0,Chennai,Apartment,17890000.0
-1170.0,2,2.0,2,2.0,43.0,Delhi,Apartment,11420000.0
1754.0,3,3.0,3,1.0,11.0,Bangalore,Independent House,21210000.0
911.0,1,1.0,1,1.0,4.0,Mumbai,Apartment,18410000.0
1098.0,2,2.0,3,,10.0,Bangalore,Independent House,16220000.0
3361.0,6,5.0,2,1.0,6.0,Hyderabad,Villa,47260000.0
1058.0,2,2.0,2,0.0,34.0,Bangalore,Apartment,10220000.0
1572.0,3,2.0,2,1.0,16.0,Chennai,Apartment,13040000.0
1286.0,2,1.0,1,1.0,15.0,Chennai,Apartment,11990000.0
1431.0,2,2.0,1,1.0,35.0,Chennai,Apartment,12150000.0
1087.0,2,2.0,2,0.0,42.0,Chennai,Apartment,8830000.0
1069.0,2,2.0,2,2.0,6.0,Delhi,Apartment,14770000.0
1361.0,2,2.0,1,2.0,42.0,Bangalore,Apartment,11570000.0
1169.0,2,1.0,2,2.0,41.0,Chennai,Apartment,9960000.0
1879.0,3,2.0,1,1.0,35.0,Delhi,Apartment,23290000.0
2181.0,4,3.0,3,1.0,19.0,Pune,Independent House,22240000.0
1764.0,3,2.0,1,1.0,22.0,Bangalore,Apartment,16730000.0
1450.0,2,1.0,1,2.0,36.0,Bangalore,Apartment,11550000.0
1762.0,3,2.0,1,0.0,29.0,Bangalore,Apartment,18310000.0
500.0,1,1.0,1,0.0,20.0,Kolkata,Apartment,3790000.0
2023.0,3,2.0,1,1.0,38.0,Delhi,Independent House,24010000.0
669.0,1,1.0,2,1.0,15.0,Pune,Apartment,8180000.0
3433.0,6,5.0,1,3.0,,Chennai,Villa,51150000.0
1064.0,2,2.0,2,1.0,15.0,Chennai,Apartment,9720000.0
1578.0,3,2.0,2,1.0,6.0,Mumbai,Independent House,31570000.0
2350.0,4,4.0,3,3.0,37.0,Kolkata,Villa,19250000.0
1967.0,3,2.0,3,2.0,26.0,Delhi,Independent House,22150000.0
642.0,1,1.0,2,2.0,44.0,Delhi,Apartment,7030000.0
1687.0,3,2.0,2,0.0,22.0,Bangalore,Apartment,18650000.0
4045.0,6,5.0,1,1.0,0.0,Bangalore,Villa,71290000.0
1112.0,2,2.0,2,1.0,42.0,Mumbai,Apartment,15920000.0
1035.0,2,1.0,1,1.0,6.0,Delhi,Apartment,16640000.0
1221.0,2,1.0,1,1.0,40.0,Bangalore,Apartment,10490000.0
1580.0,3,3.0,1,1.0,45.0,Delhi,Independent House,17920000.0
1610.0,3,3.0,1,2.0,39.0,Delhi,Apartment,15980000.0
1214.0,2,1.0,1,0.0,20.0,Kolkata,Apartment,8480000.0
2320.0,4,3.0,2,2.0,42.0,Mumbai,Villa,49440000.0
1816.0,3,3.0,2,0.0,41.0,Kolkata,Independent House,11680000.0
1451.0,2,2.0,1,1.0,19.0,Mumbai,Independent House,23560000.0
1599.0,3,2.0,2,1.0,39.0,Hyderabad,Apartment,11970000.0
1088.0,2,2.0,2,2.0,19.0,Delhi,Apartment,15060000.0
3117.0,5,5.0,2,2.0,1.0,Hyderabad,Villa,44830000.0
2124.0,4,3.0,1,0.0,23.0,Kolkata,Independent House,14390000.0
3008.0,5,5.0,1,2.0,23.0,Bangalore,Villa,43350000.0
1373.0,2,1.0,1,1.0,18.0,Pune,Apartment,14380000.0
506.0,1,1.0,2,1.0,41.0,Hyderabad,Apartment,3990000.0
1129.0,2,1.0,2,2.0,20.0,Pune,Apartment,10140000.0
896.0,1,1.0,2,1.0,27.0,Mumbai,Independent House,16150000.0
1630.0,3,2.0,2,1.0,32.0,Mumbai,Apartment,21750000.0
1989.0,3,2.0,1,0.0,1.0,Mumbai,Apartment,35590000.0
1118.0,2,1.0,3,0.0,9.0,Bangalore,Independent House,15180000.0
1129.0,2,1.0,1,1.0,37.0,Bangalore,Apartment,10420000.0
1355.0,2,2.0,2,2.0,30.0,Mumbai,Apartment,17710000.0
1119.0,2,1.0,2,1.0,15.0,Delhi,Apartment,14560000.0
1795.0,3,3.0,1,1.0,38.0,Bangalore,Apartment,14340000.0
1035.0,2,1.0,3,1.0,1.0,Kolkata,Independent House,10610000.0
2613.0,4,4.0,1,3.0,42.0,Mumbai,Villa,46760000.0
1976.0,3,3.0,3,1.0,34.0,Mumbai,Independent House,25790000.0
704.0,1,1.0,2,1.0,5.0,Mumbai,Apartment,13790000.0
1723.0,3,3.0,3,1.0,32.0,Mumbai,Independent House,31780000.0
1170.0,2,2.0,1,0.0,9.0,Delhi,Apartment,15480000.0
1193.0,2,2.0,1,1.0,1.0,Bangalore,Apartment,16270000.0
756.0,1,1.0,2,1.0,1.0,Bangalore,Apartment,9500000.0
2098.0,4,3.0,1,0.0,40.0,Bangalore,Independent House,17710000.0
923.0,1,1.0,2,1.0,21.0,Mumbai,Apartment,16040000.0
1265.0,2,2.0,1,0.0,41.0,Mumbai,Independent House,17830000.0
1319.0,2,2.0,2,1.0,0.0,Delhi,Apartment,20600000.0
1509.0,2,1.0,2,1.0,21.0,Kolkata,Apartment,10480000.0
1301.0,2,1.0,2,0.0,30.0,Delhi,Apartment,14170000.0
1663.0,3,3.0,3,1.0,7.0,Kolkata,Independent House,12750000.0
2441.0,4,3.0,2,2.0,17.0,Hyderabad,Independent House,24130000.0
1012.0,2,1.0,1,0.0,30.0,Chennai,Apartment,8440000.0
965.0,1,1.0,2,1.0,38.0,Pune,Apartment,7630000.0
1035.0,2,1.0,1,2.0,21.0,Mumbai,Apartment,15810000.0
1892.0,3,2.0,1,1.0,43.0,Bangalore,Independent House,17760000.0
1122.0,2,2.0,2,1.0,18.0,Mumbai,Apartment,23460000.0
1935.0,3,2.0,1,2.0,10.0,Delhi,Independent House,27320000.0
3174.0,5,4.0,1,3.0,39.0,Mumbai,Villa,66420000.0
1640.0,3,2.0,2,0.0,11.0,Mumbai,Apartment,30890000.0
1481.0,2,2.0,1,0.0,27.0,Hyderabad,Apartment,12790000.0
2050.0,3,3.0,3,2.0,8.0,Chennai,Independent House,26900000.0
1386.0,2,1.0,2,0.0,32.0,Hyderabad,Apartment,10660000.0
1003.0,2,1.0,2,2.0,41.0,Chennai,Apartment,7280000.0
1445.0,2,1.0,2,0.0,40.0,Delhi,Apartment,13560000.0
795.0,1,1.0,1,,12.0,Delhi,Apartment,10390000.0
1858.0,3,3.0,2,0.0,0.0,Bangalore,Apartment,24720000.0
2469.0,4,4.0,2,2.0,16.0,Mumbai,Villa,55450000.0
1172.0,2,2.0,1,1.0,42.0,Mumbai,Apartment,16480000.0
3186.0,6,5.0,2,2.0,13.0,Chennai,Villa,37210000.0
1651.0,3,2.0,1,2.0,4.0,Delhi,Independent House,23630000.0
1767.0,3,2.0,2,1.0,3.0,Bangalore,Apartment,20080000.0
1427.0,2,2.0,1,2.0,10.0,Mumbai,Independent House,30260000.0
1737.0,3,2.0,1,1.0,3.0,Mumbai,Independent House,32200000.0
1134.0,2,1.0,2,0.0,9.0,Delhi,Independent House,17730000.0
3023.0,5,5.0,2,1.0,10.0,Kolkata,Independent House,26230000.0
2457.0,4,4.0,1,0.0,38.0,Delhi,Independent House,28140000.0
1532.0,3,3.0,2,0.0,4.0,Delhi,Apartment,18830000.0
1246.0,2,1.0,2,0.0,29.0,Mumbai,Apartment,16400000.0
1284.0,2,2.0,3,2.0,17.0,Bangalore,Independent House,16870000.0
2756.0,5,5.0,2,1.0,8.0,Delhi,Villa,54780000.0
1247.0,2,2.0,1,0.0,11.0,Mumbai,Apartment,19750000.0
1988.0,3,2.0,2,1.0,26.0,Delhi,Independent House,23050000.0
2787.0,5,4.0,3,1.0,8.0,Bangalore,Independent House,38200000.0
500.0,1,1.0,1,1.0,18.0,Delhi,Apartment,6290000.0
945.0,1,1.0,2,1.0,43.0,Kolkata,Apartment,5640000.0
2333.0,4,4.0,1,2.0,12.0,Pune,Independent House,24750000.0
1223.0,2,2.0,1,1.0,,Delhi,Apartment,15290000.0
718.0,1,1.0,1,1.0,10.0,Mumbai,Apartment,13440000.0
1881.0,3,3.0,3,1.0,7.0,Pune,Independent House,22300000.0
1537.0,3,3.0,2,1.0,29.0,Mumbai,Apartment,17300000.0
2041.0,3,2.0,1,0.0,11.0,Delhi,Apartment,25800000.0
822.0,1,1.0,1,1.0,5.0,,Apartment,8730000.0
1195.0,2,1.0,2,2.0,21.0,Delhi,Apartment,17130000.0
1575.0,3,2.0,3,1.0,2.0,Hyderabad,Independent House,16830000.0
1438.0,2,1.0,2,0.0,34.0,Bangalore,Apartment,14040000.0
4170.0,6,5.0,3,2.0,39.0,Hyderabad,Villa,44120000.0
1154.0,2,2.0,1,,18.0,Bangalore,Independent House,13790000.0
1409.0,2,1.0,2,1.0,3.0,Hyderabad,Independent House,13070000.0
1144.0,2,1.0,2,2.0,42.0,Mumbai,Apartment,14990000.0
3080.0,5,4.0,2,2.0,,Mumbai,Villa,75720000.0
1327.0,2,2.0,2,1.0,30.0,Bangalore,Apartment,13280000.0
2135.0,4,4.0,3,2.0,26.0,,Independent House,35620000.0
1618.0,3,3.0,1,1.0,33.0,Pune,Independent House,13790000.0
1270.0,2,1.0,2,0.0,24.0,Delhi,Apartment,15270000.0
2426.0,4,4.0,3,0.0,25.0,Chennai,Independent House,29480000.0
1091.0,2,2.0,1,2.0,14.0,Pune,Apartment,9550000.0
1218.0,2,1.0,2,2.0,33.0,Chennai,Apartment,11210000.0
1666.0,3,2.0,1,1.0,41.0,Delhi,Independent House,19790000.0
1343.0,2,2.0,2,2.0,27.0,Bangalore,Apartment,14990000.0
1041.0,2,1.0,2,0.0,1.0,Delhi,Apartment,13880000.0
946.0,1,1.0,2,2.0,6.0,Mumbai,Independent House,21070000.0
1803.0,3,2.0,3,1.0,24.0,Mumbai,Independent House,30820000.0
3123.0,5,5.0,3,1.0,13.0,Chennai,Villa,42090000.0
2534.0,4,4.0,2,,42.0,Delhi,Independent House,32970000.0
1986.0,3,3.0,1,1.0,9.0,Delhi,Independent House,31980000.0
1483.0,2,1.0,2,0.0,3.0,Bangalore,Apartment,19360000.0
1243.0,2,1.0,2,0.0,39.0,Mumbai,Apartment,17680000.0
1537.0,3,2.0,1,2.0,35.0,Bangalore,Apartment,12710000.0
1260.0,2,1.0,2,0.0,1.0,Bangalore,Apartment,16710000.0
1236.0,2,2.0,1,0.0,19.0,Pune,Apartment,11320000.0
3911.0,6,5.0,1,1.0,45.0,Delhi,Villa,50490000.0
1122.0,2,1.0,2,1.0,24.0,Chennai,Apartment,8550000.0
2954.0,5,4.0,2,2.0,3.0,Bangalore,Independent House,40330000.0
2050.0,3,3.0,3,2.0,8.0,Chennai,Independent House,26900000.0
931.0,1,1.0,1,1.0,25.0,Bangalore,Independent House,10930000.0
1189.0,2,1.0,1,1.0,7.0,Bangalore,Apartment,12420000.0
1244.0,2,2.0,1,0.0,39.0,Delhi,Independent House,14260000.0
1025.0,2,1.0,1,1.0,23.0,Hyderabad,Apartment,8350000.0
1336.0,2,2.0,1,0.0,22.0,Kolkata,Apartment,10640000.0
1319.0,2,2.0,1,0.0,21.0,Mumbai,Apartment,19940000.0
500.0,1,,1,1.0,35.0,Mumbai,Apartment,7880000.0
2712.0,5,5.0,1,1.0,42.0,Pune,Independent House,18730000.0
970.0,1,1.0,1,2.0,1.0,Mumbai,Apartment,19010000.0
684.0,1,1.0,2,1.0,15.0,Bangalore,Apartment,7330000.0
1492.0,2,2.0,1,1.0,45.0,Bangalore,Apartment,12860000.0
